TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
WDR;24,98;;22,04;2,13;1,35;53,07;9,03;6,71;14,26;12,83;-3,56;-0,46;1,48;2,84;-7,39;2,38;9,68;6,11;8,88;0,63;0,37;0,91;-7,10;-21,58;;11,70;1,13;;1.553.212.535,12
WDS;20,36;;;;;;;;;;;0,13;;;;1,63;0,00;0,00;;0,54;0,46;0,00;33,44;43,81;;7,49;0,00;;38.658.545.928,00
WEA;10,40;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WEC;79,33;3,93;18,51;2,14;0,58;35,90;24,09;14,57;7,32;19,19;8,00;1,53;2,70;-15,26;-0,62;0,60;11,54;3,14;6,65;0,27;0,72;0,22;4,64;3,37;;37,13;4,29;;25.023.418.885,00
WEI;0,91;;0,35;0,05;0,02;100,00;6,20;7,55;;-6,44;-6,87;-0,81;0,03;0,08;-0,13;1,62;14,40;6,70;5,84;0,46;0,54;0,89;;;;17,94;2,58;;12.823.993,00
WEN;18,71;4,68;21,58;9,13;0,70;62,89;16,66;9,08;;19,88;8,12;6,30;1,96;5,98;-0,86;2,62;42,30;3,24;7,47;0,08;0,92;0,36;5,73;9,10;;2,05;0,87;;3.859.113.374,00
WERN;37,12;1,45;13,05;1,57;0,76;72,10;8,00;5,41;4,20;11,05;2,23;0,40;0,71;8,00;-0,94;1,93;12,04;5,81;9,69;0,48;0,51;1,07;9,22;3,52;;23,62;2,84;;2.353.055.360,00
WES;27,35;7,29;9,48;;0,89;68,77;47,51;36,16;5,10;11,93;4,71;;3,43;19,86;-0,99;1,86;;9,42;19,76;0,00;0,75;0,26;6,00;11,21;;0,00;2,88;;10.379.773.540,00
WETF;5,26;;8,55;3,00;0,77;100,00;8,46;30,46;26,97;39,15;8,39;0,82;2,60;;-0,77;;35,05;8,96;3,19;0,26;0,61;0,29;5,93;14,43;;1,76;0,62;;770.687.310,00
WEX;171,87;;27,16;4,33;0,53;61,28;21,65;10,80;8,84;13,59;0,04;0,01;2,93;26,66;-1,54;1,03;15,94;1,95;6,62;0,12;0,88;0,18;13,49;4,71;;39,69;6,33;;7.345.259.751,00
WEYS;24,65;3,98;7,05;1,02;0,82;43,42;13,20;9,53;4,80;4,64;-0,45;-0,09;0,67;1,61;-1,97;7,54;14,47;11,60;14,84;0,80;0,20;1,22;4,39;12,37;;24,17;3,50;;234.690.185,00
WF;28,53;9,35;3,02;0,29;0,02;73,88;0,00;20,68;;;;0,72;0,62;1,92;-0,10;1,01;9,68;0,59;;0,06;0,94;0,03;6,86;13,27;;97,68;9,46;;6.894.345.825,00
WFC;40,80;3,19;8,61;0,82;0,08;0,00;31,97;15,84;3,61;-16,42;-20,69;-3,97;1,36;;-0,08;;9,52;0,90;10,83;0,09;0,91;0,06;-3,25;-9,89;;49,76;4,74;;148.170.899.760,00
WFG;72,34;1,66;2,52;0,78;0,60;40,21;31,01;23,73;;1,66;-0,26;-0,11;0,60;2,86;-0,85;3,36;30,84;23,73;28,78;0,77;0,23;1,00;;;;93,22;28,75;;6.044.426.572,00
WGO;61,20;1,83;8,48;1,34;0,75;16,79;8,59;6,19;5,23;7,05;0,94;0,21;0,52;3,05;-1,27;2,52;15,78;8,88;12,06;0,56;0,44;1,44;11,60;16,10;;45,75;7,22;;1.830.210.480,00
WH;76,34;1,79;21,40;7,40;1,54;97,38;34,68;20,99;11,23;17,21;4,26;2,43;4,49;197,92;-1,74;1,07;34,58;7,22;12,90;0,21;0,79;0,34;3,20;9,07;;10,32;3,57;;6.333.311.446,00
WHD;43,96;1,02;21,84;3,73;1,92;35,60;21,96;14,35;11,17;14,30;0,03;0,01;3,13;8,92;-2,91;2,76;17,09;8,81;20,09;0,52;0,48;0,61;15,07;;;11,78;2,01;;2.840.233.620,00
WHF;12,16;12,50;20,17;0,87;0,37;100,00;56,94;19,42;7,45;16,65;9,77;1,23;3,92;;-0,37;;4,31;1,81;5,48;0,42;0,58;0,09;3,66;-14,56;;14,00;0,60;;282.636.096,00
WHFBZ;25,06;;41,56;1,79;0,75;100,00;56,94;19,42;15,35;16,65;9,77;1,23;8,07;;-0,75;;4,31;1,81;5,48;0,42;0,58;0,09;3,66;-14,56;;14,00;0,60;;282.636.096,00
WHG;10,60;5,66;19,94;0,82;0,64;100,00;6,19;5,59;9,82;9,00;-9,01;-0,41;1,11;1,95;-1,15;4,01;4,13;3,23;4,13;0,78;0,22;0,58;-12,48;;;12,88;0,53;;96.944.420,00
WHLM;4,67;;11,96;0,98;0,58;100,00;4,93;11,50;22,76;15,34;-12,53;-0,44;1,38;2,74;-1,19;1,71;8,19;4,87;-1,17;0,60;0,40;0,42;-24,65;84,97;;4,77;0,39;;24.084.591,00
WHR;107,28;6,53;-3,65;2,85;0,35;15,67;-4,83;-8,37;-10,92;-13,96;-7,65;3,45;0,31;-6,46;-0,55;0,87;-78,20;-9,56;-12,30;0,12;0,87;1,14;-1,48;;;37,63;-29,42;;5.884.629.840,00
WIA;7,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WIFI;13,99;;-33,12;14,49;1,07;56,86;-5,10;-7,96;7,94;-65,23;-13,52;3,79;2,64;-9,37;-1,26;0,58;-43,74;-3,22;-5,07;0,07;0,93;0,40;11,20;;;0,97;-0,42;;626.066.629,90
WILC;9,03;12,26;13,43;0,77;0,71;29,74;9,58;6,36;;5,43;-3,49;-0,30;0,85;0,87;-5,81;14,35;5,70;5,29;7,43;0,93;0,07;0,83;9,43;10,30;;11,79;0,67;;125.219.010,00
WIMI;0,59;;4,43;0,24;0,22;68,17;54,59;50,02;3,68;-4,89;-8,95;-0,54;2,22;0,40;-0,55;9,89;5,49;4,89;5,40;0,89;0,11;0,10;27,19;;;2,42;0,13;;51.157.720,00
WINA;439,50;0,52;37,64;-44,35;27,59;94,54;66,65;48,67;27,01;28,01;0,53;;18,32;47,63;-130,60;3,77;-117,82;73,31;123,43;-0,62;1,62;1,51;3,14;9,91;;-9,91;11,68;;1.532.756.250,00
WING;214,96;0,28;99,14;-13,30;17,98;83,60;26,48;16,01;52,86;65,84;5,90;;15,87;96,52;-28,89;1,97;-13,42;18,14;36,10;-1,35;2,35;1,13;21,81;17,20;;-16,16;2,17;;6.323.026.904,00
WINT;0,97;;-0,20;0,43;0,12;;;;-0,19;0,22;0,42;-0,93;;0,52;-0,18;3,51;-210,79;-60,28;-220,59;0,29;0,71;0,00;;;;2,25;-4,75;;4.993.754,00
WIRE;186,74;0,04;6,40;1,67;1,49;29,22;22,70;17,52;4,69;3,96;-0,98;-0,33;1,12;2,67;-4,12;7,83;26,13;23,26;26,13;0,89;0,11;1,33;20,98;60,68;;111,67;29,18;;2.946.066.262,00
WISA;0,14;;-0,06;0,16;0,10;-47,65;-463,31;-523,70;-0,08;0,09;0,16;-0,34;0,34;0,15;-1,18;4,27;-245,45;-161,08;-217,18;0,66;0,34;0,31;24,77;;;0,89;-2,19;;921.200,00
WISH;5,29;;-0,31;0,37;0,22;22,75;-94,79;-95,50;-0,31;0,80;1,11;-1,32;0,30;0,38;-6,62;2,39;-119,58;-69,01;-95,05;0,58;0,42;0,72;-12,31;;;14,17;-16,95;;125.806.780,00
WIT;4,50;0,27;16,36;2,66;1,67;28,42;15,86;13,26;;11,63;-2,05;-0,40;2,17;6,11;-3,65;2,02;16,25;10,22;13,93;0,63;0,37;0,77;5,68;2,41;;1,69;0,27;;23.466.787.200,00
WIW;8,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WIX;87,07;;-11,53;-55,57;2,54;60,95;-26,68;-32,22;;-12,22;1,70;;3,72;95,46;-7,01;1,04;-481,87;-22,04;-79,70;-0,05;1,05;0,68;26,66;;;-1,57;-7,55;;4.977.016.977,00
WK;88,94;;-35,03;-42,28;4,18;75,18;-13,54;-22,60;-64,73;-58,39;0,07;;7,92;9,44;-23,80;2,16;-120,70;-11,94;-12,87;-0,10;1,10;0,53;20,94;;;-2,10;-2,54;;4.807.029.120,00
WKEY;1,48;;-1,71;0,33;0,16;44,64;-51,93;-14,21;-0,49;0,29;0,76;-0,54;0,24;0,78;-0,30;1,72;-19,55;-9,11;-55,61;0,47;0,53;0,64;;;;4,42;-0,86;;13.844.068,00
WKHS;0,39;;-0,67;0,77;0,46;-317,49;-1.128,47;-1.145,73;-0,70;-0,16;0,52;-0,58;7,72;1,24;-1,56;2,14;-113,68;-69,00;-111,97;0,61;0,39;0,06;-12,93;;;0,51;-0,58;;82.209.309,00
WLDN;18,73;;260,82;1,37;0,65;35,62;2,47;0,21;8,17;30,82;8,12;0,49;0,56;-6,40;-1,07;0,80;0,52;0,25;3,15;0,47;0,53;1,16;9,44;;;13,69;0,07;;255.608.310,00
WLFC;44,01;;8,48;0,72;0,12;95,46;34,02;9,79;1,38;16,33;13,89;4,12;0,83;1,24;-1,36;1,11;8,54;1,37;4,91;0,16;0,82;0,14;2,56;-38,57;;60,81;5,19;;301.904.199,00
WLK;122,51;1,28;11,86;1,49;0,75;20,03;13,45;9,55;5,34;9,61;1,19;0,21;1,13;3,77;-1,07;2,95;12,56;6,31;10,01;0,50;0,50;0,66;14,46;11,50;;82,28;10,33;;15.698.529.408,00
WLKP;21,31;11,06;12,87;;0,56;28,25;26,53;4,31;1,59;3,04;0,95;;0,55;4,87;-0,67;3,33;;4,37;89,59;0,00;0,79;1,01;6,31;5,69;;0,00;1,66;;750.710.811,00
WLL;68,03;;6,82;1,65;0,96;82,50;23,57;22,33;4,31;7,81;1,35;0,34;1,52;-4,21;-1,09;0,35;24,23;14,03;18,64;0,58;0,42;0,63;3,60;;;41,17;9,97;;2.669.619.654,00
WLTW;231,56;;12,57;2,53;0,77;100,00;30,82;25,35;8,31;11,46;1,12;0,27;3,19;;-0,77;;20,15;6,16;13,71;0,31;0,69;0,24;19,55;21,71;;91,43;18,43;;28.853.788.516,00
WM;171,69;1,60;29,94;9,95;2,17;37,68;17,38;11,47;12,10;24,12;4,36;2,20;3,43;-105,42;-2,44;0,84;33,24;7,23;12,46;0,22;0,78;0,63;6,34;2,80;;17,26;5,74;;69.152.508.426,00
WMB;34,88;5,07;15,67;3,58;0,84;61,70;45,36;24,49;5,95;13,19;4,73;2,00;3,84;-33,41;-0,91;0,77;22,85;5,33;10,96;0,23;0,77;0,22;6,43;-1,18;;9,74;2,23;;42.431.474.656,00
WMG;32,50;2,00;39,37;59,68;2,06;47,36;12,10;7,16;15,90;28,00;4,71;12,06;2,82;-17,24;-2,88;0,70;151,60;5,23;13,38;0,03;0,97;0,73;10,60;30,97;;0,54;0,83;;16.769.788.750,00
WMK;61,46;2,21;13,20;1,27;0,84;25,17;3,42;2,67;6,24;8,00;-2,28;-0,28;0,35;4,18;-1,36;2,15;9,62;6,39;9,62;0,66;0,34;2,40;6,26;4,93;;48,40;4,65;;1.653.175.664,00
WMS;113,20;0,46;17,87;9,34;2,89;37,40;24,63;16,82;10,12;13,52;1,32;1,01;3,00;11,78;-4,69;2,78;52,25;16,19;25,27;0,31;0,64;0,96;18,21;52,24;;12,13;6,34;;8.819.162.960,00
WMT;167,72;1,35;32,15;5,67;1,77;24,20;3,71;2,23;13,01;20,86;1,56;0,46;0,72;-26,26;-2,61;0,83;17,65;5,50;12,69;0,31;0,69;2,47;4,09;3,44;;29,56;5,22;;451.429.097.308,00
WNC;21,40;1,50;4,44;1,90;0,71;18,65;11,98;8,56;2,79;4,10;0,94;0,56;0,38;3,01;-1,48;1,83;42,86;16,00;26,56;0,37;0,63;1,87;7,20;0,15;;11,25;4,82;;986.268.220,00
WNEB;7,42;3,77;6,97;0,69;0,06;0,00;32,28;21,67;4,20;-6,71;-11,40;-1,68;1,51;;-0,06;;9,87;0,90;11,13;0,09;0,91;0,04;3,76;16,01;;10,78;1,06;;161.108.976,00
WNS;56,48;;19,23;3,91;2,23;33,72;14,52;11,77;;15,75;0,16;0,04;2,26;12,20;-3,61;1,93;20,31;11,62;15,38;0,57;0,43;0,99;10,06;9,70;;14,46;2,94;;2.683.844.880,00
WNW;0,09;;;;;;;;;;;-1,49;;;;7,35;0,00;0,00;;0,62;0,38;0,00;;;;0,18;0,00;;9.060.318,00
WOOF;3,51;;26,00;0,39;0,14;39,29;2,94;0,59;2,46;13,02;7,84;0,59;0,15;-18,76;-0,17;0,95;1,50;0,54;3,91;0,36;0,64;0,93;;;;9,02;0,14;;939.855.501,00
WOR;63,52;1,97;11,00;1,79;0,91;14,71;8,73;6,14;6,06;8,34;0,60;0,14;0,68;3,86;-1,78;1,95;16,26;8,30;14,61;0,51;0,49;1,35;6,54;5,66;;35,52;5,78;;3.173.802.208,00
WORK;45,20;;-104,76;29,84;10,95;86,11;-20,33;-25,98;-250,96;-128,92;4,94;-1,10;27,22;22,25;-45,63;2,84;-28,48;-10,45;-12,81;0,37;0,63;0,40;;;;1,51;-0,43;;26.519.518.000,00
WORX;1,70;;-1,67;0,31;0,22;34,85;-30,13;-30,28;-1,68;-1,67;0,02;0,00;0,51;-1,22;-0,24;0,29;-18,38;-13,39;-17,98;0,73;0,27;0,44;78,79;;;5,53;-1,02;;2.028.610,00
WOW;3,17;;-1,75;0,66;0,16;55,59;-24,25;-21,73;17,81;-6,55;-4,99;2,11;0,38;-6,93;-0,18;0,76;-37,96;-9,37;-19,14;0,25;0,75;0,43;-9,91;;;4,78;-1,81;;265.308.712,00
WPF;9,75;;-34,70;252,28;1,22;;;;-34,85;-34,84;0,01;-0,05;;-222,00;-1,22;0,07;-726,98;-3,51;-726,98;0,00;0,14;0,00;;;;0,04;-0,28;;1.261.406.250,00
WPF.U;10,46;;-37,23;270,65;1,31;;;;-37,38;-34,84;0,01;-0,05;;-238,17;-1,31;0,07;-726,98;-3,51;-726,98;0,00;0,14;0,00;;;;0,04;-0,28;;1.261.406.250,00
WPF.WS;2,11;;-7,51;54,60;0,26;;;;-7,54;-34,84;0,01;-0,05;;-48,04;-0,26;0,07;-726,98;-3,51;-726,98;0,00;0,14;0,00;;;;0,04;-0,28;;1.261.406.250,00
WPM;43,37;1,38;26,79;3,06;3,05;55,67;50,95;63,36;;32,56;-0,76;-0,07;16,97;43,09;-3,29;21,30;11,43;11,37;9,15;1,00;0,00;0,18;4,78;63,25;;14,17;1,62;;19.645.278.541,00
WPP;42,88;;;;;;;;;;;0,08;;;;0,93;0,00;0,00;;0,15;0,85;0,00;-0,49;-18,46;;26,03;0,00;;9.217.806.400,00
WPRT;5,76;;-23,01;0,43;0,23;12,94;-12,16;-1,40;;-1,01;1,63;-0,27;0,32;0,59;-0,75;2,36;-1,88;-1,01;-14,21;0,54;0,46;0,73;5,87;;;13,34;-0,25;;98.928.000,00
WPX;0,00;;;;;73,11;-39,88;-45,76;;-3,36;-3,36;0,69;;;;1,00;-23,68;-11,30;-14,85;0,48;0,52;0,25;;;;;;;0,00
WRAP;2,96;;-7,56;6,28;4,03;50,43;-228,33;-228,33;-7,94;-6,45;1,11;-0,92;17,26;7,50;-35,73;2,53;-83,11;-53,26;-83,11;0,64;0,36;0,23;;;;0,47;-0,39;;124.226.464,00
WRB;68,71;1,34;14,05;2,57;0,50;46,73;14,84;10,85;10,12;10,62;0,35;0,09;1,52;;-0,50;;18,32;3,57;14,94;0,20;0,80;0,33;7,76;20,26;;26,71;4,89;;17.718.385.120,00
WRE;17,57;;194,03;1,18;0,79;60,57;-10,80;4,25;22,42;-102,65;-26,28;0,41;8,25;;-0,79;;0,61;0,41;-1,07;0,67;0,33;0,10;-11,60;-32,78;;14,90;0,09;;1.537.682.475,00
WRK;37,52;3,81;-6,82;0,96;0,34;18,18;-4,73;-6,80;17,72;-18,71;-8,89;0,87;0,46;3,94;-0,46;1,49;-14,09;-5,01;-5,33;0,36;0,64;0,74;7,42;6,37;;39,03;-5,50;;9.620.236.808,00
WRLD;104,25;;16,50;1,64;0,58;0,00;17,02;6,58;5,04;6,22;-0,16;-0,04;1,09;;-0,58;;9,91;3,53;22,90;0,36;0,64;0,54;4,17;-16,93;;63,76;6,32;;648.935.400,00
WSBC;25,32;5,53;8,24;0,61;0,09;0,00;38,28;24,67;5,31;-4,04;-9,35;-1,07;2,03;;-0,09;;7,40;1,05;6,08;0,14;0,86;0,04;8,42;15,25;;41,52;3,07;;1.503.205.356,00
WSBCP;22,98;7,34;7,48;0,55;0,08;0,00;38,28;24,67;4,82;-4,04;-9,35;-1,07;1,85;;-0,08;;7,40;1,05;6,08;0,14;0,86;0,04;8,42;15,25;;41,52;3,07;;1.503.205.356,00
WSBF;11,35;7,93;18,88;0,66;0,10;0,00;17,14;7,21;7,10;-1,68;-9,63;-0,80;1,36;;-0,10;;3,48;0,55;7,43;0,16;0,84;0,08;-1,70;-5,58;;17,29;0,60;;233.544.410,00
WSC;37,05;;15,76;4,94;1,24;55,14;27,37;19,45;7,26;16,00;4,80;2,11;3,07;594,83;-1,37;1,02;31,31;7,88;11,49;0,25;0,75;0,41;36,88;;;7,51;2,35;;7.099.902.615,00
WSFS;36,48;2,06;7,67;0,96;0,11;0,00;36,70;25,67;5,22;-7,90;-13,27;-2,37;1,97;;-0,11;;12,48;1,42;10,52;0,11;0,89;0,06;20,50;34,65;;38,11;4,76;;2.215.499.712,00
WSG;2,50;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WSM;148,63;2,34;9,88;5,88;2,09;40,57;15,62;11,67;6,31;6,99;-0,40;-0,32;1,15;25,89;-3,75;1,22;59,52;21,10;59,52;0,35;0,65;1,81;10,39;34,16;;25,27;15,04;;9.533.871.350,00
WSO;374,22;2,62;25,50;7,23;3,59;27,82;11,21;8,06;17,62;18,69;0,35;0,14;2,06;7,65;-12,08;3,02;28,37;14,09;27,51;0,50;0,50;1,75;10,87;25,80;;51,73;14,68;;14.740.787.754,00
WSO-B;383,97;2,55;26,16;7,42;3,69;27,82;11,21;8,06;18,07;18,69;0,35;0,14;2,11;7,85;-12,39;3,02;28,37;14,09;27,51;0,50;0,50;1,75;10,87;25,80;;51,73;14,68;;14.740.787.754,00
WST;337,47;0,23;44,64;8,71;6,65;38,04;22,83;19,11;31,19;36,34;-1,03;-0,24;8,53;17,35;-14,01;3,70;19,50;14,90;17,93;0,76;0,24;0,78;12,54;31,20;;38,76;7,56;;24.969.304.059,00
WSTG;31,11;;12,60;2,56;0,78;17,05;5,23;3,89;8,29;7,55;-1,84;-0,50;0,49;4,64;-4,78;1,25;20,28;6,17;19,54;0,30;0,70;1,58;11,41;9,28;;12,17;2,47;;139.120.809,00
WTBA;16,57;6,04;9,70;1,36;0,07;0,00;34,98;17,50;4,48;3,45;-1,40;-0,39;1,70;;-0,07;;14,00;0,77;6,43;0,06;0,94;0,04;10,33;15,00;;12,19;1,71;;277.134.907,00
WTER;0,29;;-0,14;-0,39;0,21;20,03;-32,95;-36,47;-0,17;-0,53;-0,38;;0,05;-0,32;-1,74;0,58;-281,76;-149,64;-25.382,72;-0,53;1,53;4,10;26,34;;;-0,74;-2,09;;3.159.782,00
WTFC;78,45;2,04;8,08;0,95;0,09;0,00;34,67;21,24;4,66;-2,63;-7,58;-1,46;1,72;;-0,09;;11,80;1,10;9,61;0,09;0,91;0,05;11,77;14,62;;82,35;9,71;;4.802.873.745,00
WTFCM;21,76;7,54;2,24;0,26;0,02;0,00;34,67;21,24;1,29;-2,63;-7,58;-1,46;0,48;;-0,02;;11,80;1,10;9,61;0,09;0,91;0,05;11,77;14,62;;82,35;9,71;;4.802.873.745,00
WTFCP;24,13;7,12;2,48;0,29;0,03;0,00;34,67;21,24;1,43;-2,63;-7,58;-1,46;0,53;;-0,03;;11,80;1,10;9,61;0,09;0,91;0,05;11,77;14,62;;82,35;9,71;;4.802.873.745,00
WTI;3,81;;4,50;22,51;0,51;58,99;30,16;17,37;1,56;3,65;1,06;9,18;0,78;12,31;-0,66;1,22;500,45;11,26;42,13;0,02;0,98;0,65;13,59;23,74;;0,17;0,85;;558.091.086,00
WTM;1.508,20;0,07;3,42;0,98;0,46;49,32;21,20;65,14;10,36;9,63;-0,89;-0,08;2,23;;-0,46;;28,75;13,46;6,23;0,47;0,53;0,21;25,37;4,80;;1.531,81;440,42;;3.861.746.100,00
WTRE;34,99;;;;;37,31;41,56;39,84;;0,17;0,17;0,07;;;;;37,79;9,97;21,85;0,26;0,72;0,25;;;;;;;0,00
WTREP;25,09;;;;;37,31;41,56;39,84;;0,17;0,17;0,07;;;;;37,79;9,97;21,85;0,26;0,72;0,25;;;;;;;0,00
WTRG;33,51;4,46;19,01;1,58;0,55;47,68;30,41;20,24;8,58;22,62;9,96;1,24;3,85;-24,73;-0,56;0,53;8,30;2,90;5,26;0,35;0,65;0,14;23,10;14,18;;21,23;1,76;;8.863.589.358,00
WTRH;0,09;;-0,22;0,32;0,12;43,87;-52,66;-57,15;-0,29;-0,70;-0,46;0,62;0,13;3,39;-0,16;1,17;-147,11;-54,86;-64,14;0,37;0,63;0,96;100,31;;;0,28;-0,41;;18.703.656,00
WTRU;53,31;;30,24;2,51;0,88;47,68;30,41;20,24;13,65;22,62;9,96;1,24;6,12;-39,34;-0,90;0,53;8,30;2,90;5,26;0,35;0,65;0,14;23,10;14,18;;21,23;1,76;;8.863.589.358,00
WTS;189,15;0,70;23,53;4,46;3,14;45,50;16,78;13,43;16,84;18,25;-0,58;-0,14;3,16;10,20;-6,42;2,53;18,94;13,37;18,18;0,71;0,29;0,99;6,33;28,03;;42,44;8,04;;6.303.650.730,00
WTTR;7,34;2,86;14,01;1,00;0,65;13,73;4,25;3,42;3,73;10,90;-0,37;-0,03;0,48;3,06;-1,07;2,13;7,17;4,61;8,74;0,64;0,36;1,35;14,91;;;7,31;0,52;;762.750.046,00
WU;11,80;7,97;5,74;7,01;0,54;38,67;21,00;17,02;3,88;5,92;1,27;1,91;0,98;-1,60;-1,31;0,63;121,97;9,46;29,21;0,08;0,92;0,56;-4,12;;;1,68;2,05;;4.299.436.200,00
WVE;5,20;;-3,92;-9,95;2,24;100,00;-357,07;-358,93;-4,26;-2,62;1,33;;14,08;11,57;-11,37;1,32;-253,72;-57,06;253,72;-0,22;1,19;0,16;-1,29;;;-0,52;-1,33;;514.713.160,00
WVFC;12,27;3,26;16,02;0,57;0,06;0,00;53,54;15,32;3,71;-16,56;-21,15;-2,64;2,45;;-0,06;;3,57;0,37;1,89;0,10;0,90;0,02;-3,34;-0,44;;21,46;0,77;;21.261.456,00
WVVI;5,30;;-18,25;0,37;0,27;55,21;-3,64;-3,79;17,62;-26,08;-7,10;0,14;0,69;1,40;-0,37;3,11;-2,05;-1,46;-2,24;0,71;0,29;0,38;10,23;;;14,16;-0,29;;26.311.850,00
WVVIP;4,41;4,99;-15,18;0,31;0,22;55,21;-3,64;-3,79;14,66;-26,08;-7,10;0,14;0,58;1,16;-0,31;3,11;-2,05;-1,46;-2,24;0,71;0,29;0,38;10,23;;;14,16;-0,29;;26.311.850,00
WW;6,49;;-33,25;-0,75;0,50;59,88;2,55;-1,45;;64,49;45,65;;0,48;6,05;-0,69;1,43;-2,26;-1,50;-1,77;-0,66;1,66;1,04;-4,45;;;-8,65;-0,20;;513.235.690,00
WWD;134,77;0,49;39,96;3,90;2,03;22,45;10,12;7,34;20,36;31,22;2,26;0,31;2,93;9,01;-3,23;2,54;9,77;5,08;8,79;0,52;0,48;0,69;2,57;-3,05;;34,52;3,37;;8.142.479.952,00
WWE;101,12;0,47;49,72;9,25;5,58;100,00;19,81;12,64;24,05;31,26;-0,47;-0,14;6,29;15,39;-11,01;3,78;18,60;11,22;14,40;0,60;0,40;0,89;10,03;43,06;;10,93;2,03;;8.409.311.104,00
WWR;0,58;;-2,77;0,22;0,21;;;;-2,82;-1,23;1,55;-0,12;;2,62;-0,24;2,97;-8,04;-7,62;-8,04;0,95;0,05;0,00;;;;2,60;-0,21;;30.961.966,00
WWW;7,74;5,17;-2,54;1,92;0,25;40,13;-10,30;-9,20;;-6,06;-3,79;3,20;0,23;3,97;-0,50;1,14;-75,45;-9,70;-23,21;0,13;0,87;1,05;2,70;;;4,03;-3,04;;615.443.778,00
WYND;51,75;;-49,37;-4,44;0,57;45,39;3,69;-3,61;20,48;105,29;56,99;;1,78;2,73;-1,98;1,41;-9,00;-1,15;1,33;-0,13;1,13;0,32;-5,20;-0,85;;-11,65;-1,05;;4.443.322.533,75
WYNN;84,43;0,59;1.367,40;-15,26;0,70;40,40;12,66;0,14;7,18;28,63;13,17;;1,96;3,20;-1,02;3,23;-1,12;0,05;5,29;-0,05;1,05;0,36;-9,15;;;-5,53;0,06;;9.619.641.809,00
X;34,09;0,59;6,62;0,69;0,37;12,94;6,60;6,30;3,66;7,15;0,83;0,09;0,42;2,12;-0,58;1,95;10,44;5,63;6,01;0,54;0,46;0,89;11,45;45,50;;49,34;5,15;;7.603.382.465,00
XAIR;2,04;;-1,10;1,82;0,89;-1.354,24;-106.205,08;-99.961,02;-1,06;-0,32;0,71;-1,26;1.096,46;1,26;-6,68;5,27;-166,34;-80,74;-123,96;0,49;0,51;0,00;;;;1,12;-1,86;;64.691.052,00
XBIO;2,88;;-1,05;0,37;0,35;100,00;-194,39;-194,39;-1,05;1,50;2,56;-0,90;2,05;0,40;-6,27;13,83;-35,32;-32,90;-35,32;0,93;0,07;0,17;-25,79;;;7,75;-2,74;;4.413.888,00
XBIOW;9,75;;-3,56;1,26;1,17;100,00;-194,39;-194,39;-3,57;1,50;2,56;-0,90;6,92;1,34;-21,23;13,83;-35,32;-32,90;-35,32;0,93;0,07;0,17;-25,79;;;7,75;-2,74;;4.413.888,00
XBIT;3,82;;-4,09;0,51;0,49;88,33;-1.283,03;-1.435,30;-4,98;1,07;5,64;-0,63;58,72;0,57;-4,54;47,08;-12,41;-12,09;-12,41;0,97;0,03;0,01;;;;7,53;-0,93;;116.264.374,00
XCUR;0,57;;1,61;0,51;0,28;100,00;13,76;12,88;0,98;0,79;-0,71;-0,24;0,21;2,21;-0,35;2,56;31,58;17,46;31,58;0,55;0,45;1,36;24,29;;;1,12;0,35;;4.929.531,00
XEC;87,20;;80,00;5,11;1,72;64,45;9,34;6,07;;61,00;9,02;0,89;4,86;36,87;-2,30;1,23;6,38;2,15;3,37;0,34;0,66;0,35;4,08;;;17,08;1,09;;8.965.991.200,00
XEL;58,26;3,51;18,47;1,86;0,51;39,27;17,70;11,75;6,21;21,95;9,69;1,47;2,17;-47,91;-0,55;0,87;10,06;2,77;5,69;0,28;0,72;0,24;6,07;8,62;;31,37;3,16;;32.148.817.638,00
XELA;2,75;;-0,04;-0,02;0,02;18,76;-21,51;-37,71;-0,11;-4,65;-4,57;;0,02;-0,06;-0,03;0,42;-51,27;-56,66;-74,23;-1,11;2,11;1,50;-1,23;;;-123,81;-63,48;;17.504.850,00
XELB;0,86;;-0,89;0,28;0,21;52,22;-112,41;-89,41;-1,01;-0,56;0,15;-0,06;0,80;3,59;-0,24;1,68;-30,94;-23,48;-44,74;0,76;0,24;0,26;-4,05;;;3,12;-0,97;;17.028.086,00
XENE;29,69;;-11,63;2,95;2,78;100,00;-123.568,94;-124.040,15;-11,81;-8,37;3,31;-0,83;14.427,88;3,69;-13,58;19,34;-25,33;-23,91;-25,33;0,94;0,06;0,00;97,87;;;10,08;-2,55;;1.904.479.895,00
